"seq","gubun","confCase","confCaseRate","death","deathRate","criticalRate","createDt","updateDt"
5881,"50-59",12197,"18.77",32,"3.18","0.26","2021-01-05 14:22:30.498","null"
5882,"40-49",9256,"14.24",7,"0.70","0.08","2021-01-05 14:22:30.499","null"
5883,"30-39",8289,"12.76",4,"0.40","0.05","2021-01-05 14:22:30.499","null"
5884,"20-29",10254,"15.78",,"0.00",,"2021-01-05 14:22:30.499","null"
5885,"10-19",4071,"6.27",,"0.00",,"2021-01-05 14:22:30.499","null"
5886,"0-9",2288,"3.52",,"0.00",,"2021-01-05 14:22:30.499","null"
5898,"남성",32185,"48.9",514,"50.05","1.6","2021-01-06 14:21:42.592","null"
5899,"여성",33633,"51.1",513,"49.95","1.53","2021-01-06 14:21:42.592","null"
5900,"80 이상",3309,"5.03",571,"55.60","17.26","2021-01-06 14:21:42.593","null"
5901,"70-79",5145,"7.82",289,"28.14","5.62","2021-01-06 14:21:42.593","null"
5902,"60-69",10442,"15.86",123,"11.98","1.18","2021-01-06 14:21:42.593","null"
5903,"50-59",12337,"18.74",32,"3.12","0.26","2021-01-06 14:21:42.593","null"
5904,"40-49",9366,"14.23",8,"0.78","0.09","2021-01-06 14:21:42.593","null"
5905,"30-39",8395,"12.75",4,"0.39","0.05","2021-01-06 14:21:42.593","null"
5906,"20-29",10360,"15.74",,"0.00",,"2021-01-06 14:21:42.593","null"
5907,"10-19",4131,"6.28",,"0.00",,"2021-01-06 14:21:42.594","null"
5908,"0-9",2333,"3.54",,"0.00",,"2021-01-06 14:21:42.594","null"
5920,"남성",32643,"48.95",525,"50.19","1.61","2021-01-07 14:19:04.015","null"
5921,"여성",34043,"51.05",521,"49.81","1.53","2021-01-07 14:19:04.016","null"
5922,"80 이상",3336,"5",583,"55.74","17.48","2021-01-07 14:19:04.016","null"
5923,"70-79",5204,"7.8",293,"28.01","5.63","2021-01-07 14:19:04.016","null"
5924,"60-69",10555,"15.83",124,"11.85","1.17","2021-01-07 14:19:04.016","null"
5925,"50-59",12513,"18.76",33,"3.15","0.26","2021-01-07 14:19:04.016","null"
5926,"40-49",9521,"14.28",8,"0.76","0.08","2021-01-07 14:19:04.017","null"
5927,"30-39",8515,"12.77",5,"0.48","0.06","2021-01-07 14:19:04.017","null"
5928,"20-29",10483,"15.72",,"0.00",,"2021-01-07 14:19:04.017","null"
5929,"10-19",4185,"6.28",,"0.00",,"2021-01-07 14:19:04.017","null"
5930,"0-9",2374,"3.56",,"0.00",,"2021-01-07 14:19:04.017","null"
5942,"남성",32962,"48.94",540,"49.95","1.64","2021-01-08 14:19:00.028","null"
5943,"여성",34396,"51.06",541,"50.05","1.57","2021-01-08 14:19:00.028","null"
5944,"80 이상",3373,"5.01",608,"56.24","18.03","2021-01-08 14:19:00.029","null"
5945,"70-79",5253,"7.8",301,"27.84","5.73","2021-01-08 14:19:00.029","null"
5946,"60-69",10680,"15.86",125,"11.56","1.17","2021-01-08 14:19:00.029","null"
5947,"50-59",12637,"18.76",34,"3.15","0.27","2021-01-08 14:19:00.029","null"
5948,"40-49",9604,"14.26",8,"0.74","0.08","2021-01-08 14:19:00.029","null"
5949,"30-39",8601,"12.77",5,"0.46","0.06","2021-01-08 14:19:00.029","null"
5950,"20-29",10574,"15.7",,"0.00",,"2021-01-08 14:19:00.029","null"
5951,"10-19",4228,"6.28",,"0.00",,"2021-01-08 14:19:00.03","null"
5952,"0-9",2408,"3.57",,"0.00",,"2021-01-08 14:19:00.03","null"
5986,"남성",33284,"48.95",547,"49.73","1.64","2021-01-09 14:26:31.233","null"
5987,"여성",34715,"51.05",553,"50.27","1.59","2021-01-09 14:26:31.233","null"
5988,"80 이상",3398,"5",622,"56.55","18.3","2021-01-09 14:26:31.233","null"
5989,"70-79",5303,"7.8",303,"27.55","5.71","2021-01-09 14:26:31.233","null"
5990,"60-69",10760,"15.82",127,"11.55","1.18","2021-01-09 14:26:31.234","null"
5991,"50-59",12761,"18.77",35,"3.18","0.27","2021-01-09 14:26:31.234","null"
5992,"40-49",9693,"14.25",8,"0.73","0.08","2021-01-09 14:26:31.234","null"
5993,"30-39",8692,"12.78",5,"0.45","0.06","2021-01-09 14:26:31.234","null"
5994,"20-29",10674,"15.7",,"0.00",,"2021-01-09 14:26:31.234","null"
5995,"10-19",4278,"6.29",,"0.00",,"2021-01-09 14:26:31.234","null"
5996,"0-9",2440,"3.59",,"0.00",,"2021-01-09 14:26:31.234","null"
6008,"남성",33627,"48.97",558,"49.60","1.66","2021-01-10 14:21:07.989","null"
6009,"여성",35037,"51.03",567,"50.40","1.62","2021-01-10 14:21:07.989","null"
6010,"80 이상",3432,"5",637,"56.62","18.56","2021-01-10 14:21:07.989","null"
6011,"70-79",5352,"7.79",308,"27.38","5.75","2021-01-10 14:21:07.99","null"
6012,"60-69",10847,"15.8",131,"11.64","1.21","2021-01-10 14:21:07.99","null"
6013,"50-59",12904,"18.79",35,"3.11","0.27","2021-01-10 14:21:07.99","null"
6014,"40-49",9787,"14.25",9,"0.80","0.09","2021-01-10 14:21:07.99","null"
6015,"30-39",8771,"12.77",5,"0.44","0.06","2021-01-10 14:21:07.99","null"
6016,"20-29",10761,"15.67",,"0.00",,"2021-01-10 14:21:07.99","null"
6017,"10-19",4334,"6.31",,"0.00",,"2021-01-10 14:21:07.99","null"
6018,"0-9",2476,"3.61",,"0.00",,"2021-01-10 14:21:07.991","null"
6030,"남성",33867,"49",562,"49.30","1.66","2021-01-11 14:38:39.348","null"
6031,"여성",35247,"51",578,"50.70","1.64","2021-01-11 14:38:39.348","null"
6032,"80 이상",3463,"5.01",647,"56.75","18.68","2021-01-11 14:38:39.348","null"
6033,"70-79",5396,"7.81",311,"27.28","5.76","2021-01-11 14:38:39.349","null"
6034,"60-69",10926,"15.81",133,"11.67","1.22","2021-01-11 14:38:39.349","null"
6035,"50-59",12983,"18.78",35,"3.07","0.27","2021-01-11 14:38:39.349","null"
6036,"40-49",9848,"14.25",9,"0.79","0.09","2021-01-11 14:38:39.349","null"
6037,"30-39",8825,"12.77",5,"0.44","0.06","2021-01-11 14:38:39.349","null"
6038,"20-29",10808,"15.64",,"0.00",,"2021-01-11 14:38:39.349","null"
6039,"10-19",4370,"6.32",,"0.00",,"2021-01-11 14:38:39.349","null"
6040,"0-9",2495,"3.61",,"0.00",,"2021-01-11 14:38:39.35","null"
6063,"남성",34135,"49.01",572,"49.10","1.68","2021-01-12 14:16:53.509","null"
6064,"여성",35516,"50.99",593,"50.90","1.67","2021-01-12 14:16:53.51","null"
6065,"80 이상",3498,"5.02",656,"56.31","18.75","2021-01-12 14:16:53.51","null"
6066,"70-79",5435,"7.8",323,"27.73","5.94","2021-01-12 14:16:53.51","null"
6067,"60-69",11000,"15.79",136,"11.67","1.24","2021-01-12 14:16:53.51","null"
6068,"50-59",13085,"18.79",36,"3.09","0.28","2021-01-12 14:16:53.51","null"
6069,"40-49",9939,"14.27",9,"0.77","0.09","2021-01-12 14:16:53.51","null"
6070,"30-39",8884,"12.76",5,"0.43","0.06","2021-01-12 14:16:53.51","null"
6071,"20-29",10879,"15.62",,"0.00",,"2021-01-12 14:16:53.51","null"
6072,"10-19",4404,"6.32",,"0.00",,"2021-01-12 14:16:53.511","null"
6073,"0-9",2527,"3.63",,"0.00",,"2021-01-12 14:16:53.511","null"
6074,"남성",34411,"49.01",582,"49.11","1.69","2021-01-13 14:14:10.412","null"
6075,"여성",35801,"50.99",603,"50.89","1.68","2021-01-13 14:14:10.412","null"
6076,"80 이상",3514,"5",669,"56.46","19.04","2021-01-13 14:14:10.412","null"
6077,"70-79",5482,"7.81",327,"27.59","5.96","2021-01-13 14:14:10.413","null"
6078,"60-69",11087,"15.79",139,"11.73","1.25","2021-01-13 14:14:10.413","null"
6079,"50-59",13214,"18.82",36,"3.04","0.27","2021-01-13 14:14:10.413","null"
6080,"40-49",10022,"14.27",9,"0.76","0.09","2021-01-13 14:14:10.413","null"
6081,"30-39",8965,"12.77",5,"0.42","0.06","2021-01-13 14:14:10.413","null"
6082,"20-29",10945,"15.59",,"0.00",,"2021-01-13 14:14:10.413","null"
6083,"10-19",4432,"6.31",,"0.00",,"2021-01-13 14:14:10.414","null"
6084,"0-9",2551,"3.63",,"0.00",,"2021-01-13 14:14:10.414","null"
6096,"남성",34677,"49.03",587,"49.12","1.69","2021-01-14 14:12:49.142","null"
6097,"여성",36051,"50.97",608,"50.88","1.69","2021-01-14 14:12:49.142","null"
6098,"80 이상",3543,"5.01",672,"56.23","18.97","2021-01-14 14:12:49.142","null"
6099,"70-79",5521,"7.81",334,"27.95","6.05","2021-01-14 14:12:49.143","null"
6100,"60-69",11158,"15.78",139,"11.63","1.25","2021-01-14 14:12:49.143","null"
6101,"50-59",13312,"18.82",36,"3.01","0.27","2021-01-14 14:12:49.143","null"
6102,"40-49",10104,"14.29",9,"0.75","0.09","2021-01-14 14:12:49.143","null"
6103,"30-39",9032,"12.77",5,"0.42","0.06","2021-01-14 14:12:49.143","null"
6104,"20-29",11005,"15.56",,"0.00",,"2021-01-14 14:12:49.143","null"
6105,"10-19",4477,"6.33",,"0.00",,"2021-01-14 14:12:49.143","null"
6106,"0-9",2576,"3.64",,"0.00",,"2021-01-14 14:12:49.144","null"
6118,"남성",34937,"49.04",597,"49.06","1.71","2021-01-15 14:28:54.768","null"
6119,"여성",36304,"50.96",620,"50.94","1.71","2021-01-15 14:28:54.769","null"
6120,"80 이상",3554,"4.99",684,"56.20","19.25","2021-01-15 14:28:54.769","null"
6121,"70-79",5543,"7.78",338,"27.77","6.1","2021-01-15 14:28:54.77","null"
6122,"60-69",11249,"15.79",142,"11.67","1.26","2021-01-15 14:28:54.77","null"
6123,"50-59",13409,"18.82",39,"3.20","0.29","2021-01-15 14:28:54.771","null"
6124,"40-49",10185,"14.3",9,"0.74","0.09","2021-01-15 14:28:54.771","null"
6125,"30-39",9102,"12.78",5,"0.41","0.05","2021-01-15 14:28:54.771","null"
6126,"20-29",11067,"15.53",,"0.00",,"2021-01-15 14:28:54.771","null"
6127,"10-19",4514,"6.34",,"0.00",,"2021-01-15 14:28:54.771","null"
6128,"0-9",2618,"3.67",,"0.00",,"2021-01-15 14:28:54.772","null"
6140,"남성",35216,"49.03",606,"49.03","1.72","2021-01-16 14:35:01.77","null"
6141,"여성",36604,"50.97",630,"50.97","1.72","2021-01-16 14:35:01.77","null"
6142,"80 이상",3580,"4.98",698,"56.47","19.5","2021-01-16 14:35:01.77","null"
6143,"70-79",5585,"7.78",342,"27.67","6.12","2021-01-16 14:35:01.771","null"
6144,"60-69",11357,"15.81",143,"11.57","1.26","2021-01-16 14:35:01.771","null"
6145,"50-59",13515,"18.82",39,"3.16","0.29","2021-01-16 14:35:01.771","null"
6146,"40-49",10263,"14.29",9,"0.73","0.09","2021-01-16 14:35:01.771","null"
6147,"30-39",9176,"12.78",5,"0.40","0.05","2021-01-16 14:35:01.771","null"
6148,"20-29",11121,"15.48",,"0.00",,"2021-01-16 14:35:01.771","null"
6149,"10-19",4574,"6.37",,"0.00",,"2021-01-16 14:35:01.772","null"
6150,"0-9",2649,"3.69",,"0.00",,"2021-01-16 14:35:01.772","null"
6184,"남성",33284,"48.95",547,"49.73","1.64","2021-01-17 14:15:35.756","null"
6185,"여성",34715,"51.05",553,"50.27","1.59","2021-01-17 14:15:35.757","null"
6186,"80 이상",3398,"5",622,"56.55","18.3","2021-01-17 14:15:35.757","null"
6187,"70-79",5303,"7.8",303,"27.55","5.71","2021-01-17 14:15:35.757","null"
6188,"60-69",10760,"15.82",127,"11.55","1.18","2021-01-17 14:15:35.757","null"
6189,"50-59",12761,"18.77",35,"3.18","0.27","2021-01-17 14:15:35.757","null"
6190,"40-49",9693,"14.25",8,"0.73","0.08","2021-01-17 14:15:35.757","null"
6191,"30-39",8692,"12.78",5,"0.45","0.06","2021-01-17 14:15:35.757","null"
6192,"20-29",10674,"15.7",,"0.00",,"2021-01-17 14:15:35.758","null"
6193,"10-19",4278,"6.29",,"0.00",,"2021-01-17 14:15:35.758","null"
6194,"0-9",2440,"3.59",,"0.00",,"2021-01-17 14:15:35.758","null"
6217,"남성",35471,"49.03",615,"49.24","1.73","2021-01-18 11:25:43.307","null"
6218,"여성",36869,"50.97",634,"50.76","1.72","2021-01-18 11:25:43.308","null"
6219,"80 이상",3619,"5",704,"56.37","19.45","2021-01-18 11:25:43.308","null"
6220,"70-79",5623,"7.77",345,"27.62","6.14","2021-01-18 11:25:43.308","null"
6221,"60-69",11427,"15.8",146,"11.69","1.28","2021-01-18 11:25:43.308","null"
6222,"50-59",13602,"18.8",39,"3.12","0.29","2021-01-18 11:25:43.308","null"
6223,"40-49",10345,"14.3",9,"0.72","0.09","2021-01-18 11:25:43.309","null"
6224,"30-39",9250,"12.79",6,"0.48","0.06","2021-01-18 11:25:43.309","null"
6225,"20-29",11195,"15.48",,"0.00",,"2021-01-18 11:25:43.309","null"
6226,"10-19",4603,"6.36",,"0.00",,"2021-01-18 11:25:43.309","null"
6227,"0-9",2676,"3.7",,"0.00",,"2021-01-18 11:25:43.309","null"
6228,"남성",35665,"49.04",624,"49.37","1.75","2021-01-18 14:33:43.052","null"
6229,"여성",37064,"50.96",640,"50.63","1.73","2021-01-18 14:33:43.052","null"
6230,"80 이상",3639,"5",715,"56.57","19.65","2021-01-18 14:33:43.053","null"
6231,"70-79",5653,"7.77",347,"27.45","6.14","2021-01-18 14:33:43.053","null"
6232,"60-69",11476,"15.78",148,"11.71","1.29","2021-01-18 14:33:43.053","null"
6233,"50-59",13677,"18.81",39,"3.09","0.29","2021-01-18 14:33:43.053","null"
6234,"40-49",10411,"14.31",9,"0.71","0.09","2021-01-18 14:33:43.053","null"
6235,"30-39",9303,"12.79",6,"0.47","0.06","2021-01-18 14:33:43.053","null"
6236,"20-29",11243,"15.46",,"0.00",,"2021-01-18 14:33:43.054","null"
6237,"10-19",4634,"6.37",,"0.00",,"2021-01-18 14:33:43.054","null"
6238,"0-9",2693,"3.7",,"0.00",,"2021-01-18 14:33:43.054","null"
6250,"남성",35861,"49.05",633,"49.34","1.77","2021-01-19 14:17:35.397","null"
6251,"여성",37254,"50.95",650,"50.66","1.74","2021-01-19 14:17:35.397","null"
6252,"80 이상",3647,"4.99",725,"56.51","19.88","2021-01-19 14:17:35.397","null"
6253,"70-79",5684,"7.77",352,"27.44","6.19","2021-01-19 14:17:35.397","null"
6254,"60-69",11519,"15.75",151,"11.77","1.31","2021-01-19 14:17:35.397","null"
6255,"50-59",13750,"18.81",40,"3.12","0.29","2021-01-19 14:17:35.398","null"
6256,"40-49",10483,"14.34",9,"0.70","0.09","2021-01-19 14:17:35.398","null"
6257,"30-39",9361,"12.8",6,"0.47","0.06","2021-01-19 14:17:35.398","null"
6258,"20-29",11295,"15.45",,"0.00",,"2021-01-19 14:17:35.398","null"
6259,"10-19",4661,"6.37",,"0.00",,"2021-01-19 14:17:35.398","null"
6260,"0-9",2715,"3.71",,"0.00",,"2021-01-19 14:17:35.398","null"
6272,"남성",36062,"49.05",640,"49.23","1.77","2021-01-20 14:16:41.85","null"
6273,"여성",37456,"50.95",660,"50.77","1.76","2021-01-20 14:16:41.852","null"
6274,"80 이상",3668,"4.99",738,"56.77","20.12","2021-01-20 14:16:41.852","null"
6275,"70-79",5714,"7.77",355,"27.31","6.21","2021-01-20 14:16:41.852","null"
6276,"60-69",11580,"15.75",152,"11.69","1.31","2021-01-20 14:16:41.852","null"
6277,"50-59",13826,"18.81",40,"3.08","0.29","2021-01-20 14:16:41.852","null"
6278,"40-49",10541,"14.34",9,"0.69","0.09","2021-01-20 14:16:41.853","null"
6279,"30-39",9408,"12.8",6,"0.46","0.06","2021-01-20 14:16:41.853","null"
6280,"20-29",11351,"15.44",,"0.00",,"2021-01-20 14:16:41.853","null"
6281,"10-19",4688,"6.38",,"0.00",,"2021-01-20 14:16:41.853","null"
6282,"0-9",2742,"3.73",,"0.00",,"2021-01-20 14:16:41.853","null"
6294,"남성",36246,"49.04",650,"49.39","1.79","2021-01-21 14:17:35.424","null"
6295,"여성",37672,"50.96",666,"50.61","1.77","2021-01-21 14:17:35.425","null"
6296,"80 이상",3692,"4.99",744,"56.53","20.15","2021-01-21 14:17:35.425","null"
6297,"70-79",5754,"7.78",361,"27.43","6.27","2021-01-21 14:17:35.425","null"
6298,"60-69",11641,"15.75",156,"11.85","1.34","2021-01-21 14:17:35.425","null"
6299,"50-59",13910,"18.82",40,"3.04","0.29","2021-01-21 14:17:35.425","null"
6300,"40-49",10594,"14.33",9,"0.68","0.08","2021-01-21 14:17:35.425","null"
6301,"30-39",9458,"12.8",6,"0.46","0.06","2021-01-21 14:17:35.426","null"
6302,"20-29",11397,"15.42",,"0.00",,"2021-01-21 14:17:35.426","null"
6303,"10-19",4715,"6.38",,"0.00",,"2021-01-21 14:17:35.426","null"
6304,"0-9",2757,"3.73",,"0.00",,"2021-01-21 14:17:35.426","null"
6316,"남성",36412,"49.03",659,"49.62","1.81","2021-01-22 14:16:45.981","null"
6317,"여성",37850,"50.97",669,"50.38","1.77","2021-01-22 14:16:45.981","null"
6318,"80 이상",3705,"4.99",750,"56.48","20.24","2021-01-22 14:16:45.981","null"
6319,"70-79",5771,"7.77",366,"27.56","6.34","2021-01-22 14:16:45.981","null"
6320,"60-69",11703,"15.76",156,"11.75","1.33","2021-01-22 14:16:45.982","null"
6321,"50-59",13975,"18.82",41,"3.09","0.29","2021-01-22 14:16:45.982","null"
6322,"40-49",10646,"14.34",9,"0.68","0.08","2021-01-22 14:16:45.982","null"
6323,"30-39",9501,"12.79",6,"0.45","0.06","2021-01-22 14:16:45.982","null"
6324,"20-29",11450,"15.42",,"0.00",,"2021-01-22 14:16:45.983","null"
6325,"10-19",4736,"6.38",,"0.00",,"2021-01-22 14:16:45.983","null"
6326,"0-9",2775,"3.74",,"0.00",,"2021-01-22 14:16:45.983","null"
6338,"남성",36619,"49.03",664,"49.66","1.81","2021-01-23 14:22:49.453","null"
6339,"여성",38073,"50.97",673,"50.34","1.77","2021-01-23 14:22:49.453","null"
6340,"80 이상",3728,"4.99",754,"56.39","20.23","2021-01-23 14:22:49.453","null"
6341,"70-79",5814,"7.78",368,"27.52","6.33","2021-01-23 14:22:49.454","null"
6342,"60-69",11765,"15.75",158,"11.82","1.34","2021-01-23 14:22:49.454","null"
6343,"50-59",14060,"18.82",41,"3.07","0.29","2021-01-23 14:22:49.454","null"
6344,"40-49",10705,"14.33",10,"0.75","0.09","2021-01-23 14:22:49.454","null"
6345,"30-39",9558,"12.8",6,"0.45","0.06","2021-01-23 14:22:49.454","null"
6346,"20-29",11500,"15.4",,"0.00",,"2021-01-23 14:22:49.454","null"
6347,"10-19",4766,"6.38",,"0.00",,"2021-01-23 14:22:49.454","null"
6348,"0-9",2796,"3.74",,"0.00",,"2021-01-23 14:22:49.454","null"
6393,"남성",4163,"40.09",106,"53.00","2.55","2021-01-24 14:10:36.222","null"
6394,"여성",6221,"59.91",94,"47.00","1.51","2021-01-24 14:10:36.222","null"
6395,"80 이상",470,"4.53",96,"48.00","20.43","2021-01-24 14:10:36.222","null"
6396,"70-79",692,"6.66",60,"30.00","8.67","2021-01-24 14:10:36.222","null"
6397,"60-69",1312,"12.63",27,"13.50","2.06","2021-01-24 14:10:36.222","null"
6398,"50-59",1915,"18.44",13,"6.50","0.68","2021-01-24 14:10:36.222","null"
6399,"40-49",1387,"13.36",3,"1.50","0.22","2021-01-24 14:10:36.223","null"
6400,"30-39",1102,"10.61",1,"0.50","0.09","2021-01-24 14:10:36.223","null"
6401,"20-29",2832,"27.27",,"0.00",,"2021-01-24 14:10:36.223","null"
6402,"10-19",548,"5.28",,"0.00",,"2021-01-24 14:10:36.223","null"
6403,"0-9",126,"1.21",,"0.00",,"2021-01-24 14:10:36.223","null"
6426,"남성",37051,"49.06",673,"49.49","1.82","2021-01-25 14:28:14.756","null"
6427,"여성",38470,"50.94",687,"50.51","1.79","2021-01-25 14:28:14.756","null"
6428,"80 이상",3758,"4.98",763,"56.10","20.3","2021-01-25 14:28:14.756","null"
6429,"70-79",5852,"7.75",376,"27.65","6.43","2021-01-25 14:28:14.756","null"
6430,"60-69",11877,"15.73",161,"11.84","1.36","2021-01-25 14:28:14.757","null"
6431,"50-59",14211,"18.82",44,"3.24","0.31","2021-01-25 14:28:14.757","null"
6432,"40-49",10811,"14.32",10,"0.74","0.09","2021-01-25 14:28:14.757","null"
6433,"30-39",9650,"12.78",6,"0.44","0.06","2021-01-25 14:28:14.757","null"
6434,"20-29",11612,"15.38",,"0.00",,"2021-01-25 14:28:14.757","null"
6435,"10-19",4922,"6.52",,"0.00",,"2021-01-25 14:28:14.757","null"
6436,"0-9",2828,"3.74",,"0.00",,"2021-01-25 14:28:14.757","null"
6448,"남성",37208,"49.04",681,"49.67","1.83","2021-01-26 14:24:07.451","null"
6449,"여성",38667,"50.96",690,"50.33","1.78","2021-01-26 14:24:07.451","null"
6450,"80 이상",3777,"4.98",766,"55.87","20.28","2021-01-26 14:24:07.451","null"
6451,"70-79",5866,"7.73",381,"27.79","6.5","2021-01-26 14:24:07.451","null"
6452,"60-69",11932,"15.73",163,"11.89","1.37","2021-01-26 14:24:07.451","null"
6453,"50-59",14271,"18.81",45,"3.28","0.32","2021-01-26 14:24:07.451","null"
6454,"40-49",10863,"14.32",10,"0.73","0.09","2021-01-26 14:24:07.452","null"
6455,"30-39",9694,"12.78",6,"0.44","0.06","2021-01-26 14:24:07.452","null"
6456,"20-29",11677,"15.39",,"0.00",,"2021-01-26 14:24:07.452","null"
6457,"10-19",4952,"6.53",,"0.00",,"2021-01-26 14:24:07.452","null"
6458,"0-9",2843,"3.75",,"0.00",,"2021-01-26 14:24:07.452","null"
6481,"남성",37481,"49.04",683,"49.56","1.82","2021-01-27 14:14:31.563","null"
6482,"여성",38948,"50.96",695,"50.44","1.78","2021-01-27 14:14:31.563","null"
6483,"80 이상",3799,"4.97",770,"55.88","20.27","2021-01-27 14:14:31.564","null"
6484,"70-79",5892,"7.71",383,"27.79","6.5","2021-01-27 14:14:31.564","null"
6485,"60-69",12001,"15.7",164,"11.90","1.37","2021-01-27 14:14:31.564","null"
6486,"50-59",14349,"18.77",45,"3.27","0.31","2021-01-27 14:14:31.564","null"
6487,"40-49",10946,"14.32",10,"0.73","0.09","2021-01-27 14:14:31.564","null"
6488,"30-39",9765,"12.78",6,"0.44","0.06","2021-01-27 14:14:31.564","null"
6489,"20-29",11743,"15.36",,"0.00",,"2021-01-27 14:14:31.564","null"
6490,"10-19",5051,"6.61",,"0.00",,"2021-01-27 14:14:31.565","null"
6491,"0-9",2883,"3.77",,"0.00",,"2021-01-27 14:14:31.565","null"
6503,"남성",37755,"49.08",686,"49.49","1.82","2021-01-28 14:15:22.935","null"
6504,"여성",39171,"50.92",700,"50.51","1.79","2021-01-28 14:15:22.936","null"
6505,"80 이상",3824,"4.97",777,"56.06","20.32","2021-01-28 14:15:22.936","null"
6506,"70-79",5925,"7.7",383,"27.63","6.46","2021-01-28 14:15:22.936","null"
6507,"60-69",12070,"15.69",165,"11.90","1.37","2021-01-28 14:15:22.936","null"
6508,"50-59",14437,"18.77",45,"3.25","0.31","2021-01-28 14:15:22.936","null"
6509,"40-49",11026,"14.33",10,"0.72","0.09","2021-01-28 14:15:22.936","null"
6510,"30-39",9823,"12.77",6,"0.43","0.06","2021-01-28 14:15:22.937","null"
6511,"20-29",11807,"15.35",,"0.00",,"2021-01-28 14:15:22.937","null"
6512,"10-19",5096,"6.62",,"0.00",,"2021-01-28 14:15:22.937","null"
6513,"0-9",2918,"3.79",,"0.00",,"2021-01-28 14:15:22.937","null"
6514,"남성",37970,"49.06",693,"49.54","1.83","2021-01-29 14:11:21.18","null"
6515,"여성",39425,"50.94",706,"50.46","1.79","2021-01-29 14:11:21.18","null"
6516,"80 이상",3867,"5",784,"56.04","20.27","2021-01-29 14:11:21.181","null"
6517,"70-79",5955,"7.69",389,"27.81","6.53","2021-01-29 14:11:21.181","null"
6518,"60-69",12143,"15.69",165,"11.79","1.36","2021-01-29 14:11:21.181","null"
6519,"50-59",14525,"18.77",45,"3.22","0.31","2021-01-29 14:11:21.181","null"
6520,"40-49",11100,"14.34",10,"0.71","0.09","2021-01-29 14:11:21.181","null"
6521,"30-39",9876,"12.76",6,"0.43","0.06","2021-01-29 14:11:21.181","null"
6522,"20-29",11854,"15.32",,"0.00",,"2021-01-29 14:11:21.181","null"
6523,"10-19",5135,"6.63",,"0.00",,"2021-01-29 14:11:21.181","null"
6524,"0-9",2940,"3.8",,"0.00",,"2021-01-29 14:11:21.181","null"
6536,"남성",38192,"49.06",700,"49.50","1.83","2021-01-30 13:54:10.392","null"
6537,"여성",39658,"50.94",714,"50.50","1.8","2021-01-30 13:54:10.393","null"
6538,"80 이상",3900,"5.01",795,"56.22","20.38","2021-01-30 13:54:10.393","null"
6539,"70-79",5990,"7.69",392,"27.72","6.54","2021-01-30 13:54:10.393","null"
6540,"60-69",12216,"15.69",166,"11.74","1.36","2021-01-30 13:54:10.393","null"
6541,"50-59",14602,"18.76",45,"3.18","0.31","2021-01-30 13:54:10.393","null"
6542,"40-49",11167,"14.34",10,"0.71","0.09","2021-01-30 13:54:10.393","null"
6543,"30-39",9925,"12.75",6,"0.42","0.06","2021-01-30 13:54:10.393","null"
6544,"20-29",11900,"15.29",,"0.00",,"2021-01-30 13:54:10.394","null"
6545,"10-19",5183,"6.66",,"0.00",,"2021-01-30 13:54:10.394","null"
6546,"0-9",2967,"3.81",,"0.00",,"2021-01-30 13:54:10.394","null"
6558,"남성",38375,"49.07",703,"49.51","1.83","2021-01-31 14:14:00.492","null"
6559,"여성",39830,"50.93",717,"50.49","1.8","2021-01-31 14:14:00.493","null"
6560,"80 이상",3926,"5.02",798,"56.20","20.33","2021-01-31 14:14:00.493","null"
6561,"70-79",6010,"7.68",393,"27.68","6.54","2021-01-31 14:14:00.493","null"
6562,"60-69",12273,"15.69",167,"11.76","1.36","2021-01-31 14:14:00.493","null"
6563,"50-59",14676,"18.77",46,"3.24","0.31","2021-01-31 14:14:00.493","null"
6564,"40-49",11213,"14.34",10,"0.70","0.09","2021-01-31 14:14:00.493","null"
6565,"30-39",9974,"12.75",6,"0.42","0.06","2021-01-31 14:14:00.494","null"
6566,"20-29",11946,"15.28",,"0.00",,"2021-01-31 14:14:00.494","null"
6567,"10-19",5203,"6.65",,"0.00",,"2021-01-31 14:14:00.494","null"
6568,"0-9",2984,"3.82",,"0.00",,"2021-01-31 14:14:00.494","null"
6591,"남성",38522,"49.07",706,"49.54","1.83","2021-02-01 14:18:13.279","null"
6592,"여성",39986,"50.93",719,"50.46","1.8","2021-02-01 14:18:13.279","null"
6593,"80 이상",3945,"5.02",801,"56.21","20.3","2021-02-01 14:18:13.279","null"
6594,"70-79",6028,"7.68",394,"27.65","6.54","2021-02-01 14:18:13.279","null"
6595,"60-69",12318,"15.69",167,"11.72","1.36","2021-02-01 14:18:13.279","null"
6596,"50-59",14729,"18.76",47,"3.30","0.32","2021-02-01 14:18:13.28","null"
6597,"40-49",11252,"14.33",10,"0.70","0.09","2021-02-01 14:18:13.28","null"
6598,"30-39",10018,"12.76",6,"0.42","0.06","2021-02-01 14:18:13.28","null"
6599,"20-29",11981,"15.26",,"0.00",,"2021-02-01 14:18:13.28","null"
6600,"10-19",5233,"6.67",,"0.00",,"2021-02-01 14:18:13.28","null"
6601,"0-9",3004,"3.83",,"0.00",,"2021-02-01 14:18:13.28","null"
6602,"남성",38709,"49.1",709,"49.41","1.83","2021-02-02 14:17:28.954","null"
6603,"여성",40135,"50.9",726,"50.59","1.81","2021-02-02 14:17:28.954","null"
6604,"80 이상",3959,"5.02",809,"56.38","20.43","2021-02-02 14:17:28.954","null"
